,Borough,Borough Latitude,Borough Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1131,Downtown Toronto,43.6471768,-79.38157640000001,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
1132,Downtown Toronto,43.6471768,-79.38157640000001,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1133,Downtown Toronto,43.6471768,-79.38157640000001,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
1134,Downtown Toronto,43.6471768,-79.38157640000001,Jump,43.64814738516352,-79.37875242540652,American Restaurant
1135,Downtown Toronto,43.6471768,-79.38157640000001,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
1136,West Toronto,43.6368472,-79.42819140000002,Starbucks,43.63909,-79.427622,Coffee Shop
1137,West Toronto,43.6368472,-79.42819140000002,Reebok Crossfit Liberty Village,43.637035591932005,-79.42480199455974,Gym
1138,West Toronto,43.6368472,-79.42819140000002,Pharmacy,43.638089904034146,-79.43180974511733,Bar
1139,West Toronto,43.6368472,-79.42819140000002,Caffino,43.63902121044261,-79.42528923382933,Italian Restaurant
1140,West Toronto,43.6368472,-79.42819140000002,The Abbott,43.637996211047366,-79.43071653853734,Café
1141,West Toronto,43.6368472,-79.42819140000002,Louie Craft Coffee,43.639283775543895,-79.42561998986335,Coffee Shop
1142,West Toronto,43.6368472,-79.42819140000002,SCHOOL Restaurant,43.6377753703417,-79.42429737067897,Breakfast Spot
1143,West Toronto,43.6368472,-79.42819140000002,Pet Valu,43.63908935811652,-79.42682834187295,Pet Store
1144,West Toronto,43.6368472,-79.42819140000002,Structube,43.63983635997934,-79.42364186555774,Furniture / Home Store
1145,West Toronto,43.6368472,-79.42819140000002,Joe Rockhead's Climbing Gym,43.636342324798676,-79.423582112592,Climbing Gym
1146,West Toronto,43.6368472,-79.42819140000002,Brodflour,43.637535,-79.422761,Bakery
1147,West Toronto,43.6368472,-79.42819140000002,Vogue Supper Club,43.63695126198934,-79.42544606558822,Restaurant
1148,West Toronto,43.6368472,-79.42819140000002,Mike's Liberty Grill,43.63750507397488,-79.42464979436862,Breakfast Spot
1149,West Toronto,43.6368472,-79.42819140000002,Lamport Stadium,43.638777912508445,-79.42353373474235,Stadium
1150,West Toronto,43.6368472,-79.42819140000002,Joker Cafe,43.63572658167962,-79.42603944906266,Café
1151,West Toronto,43.6368472,-79.42819140000002,The Remix Project,43.63649113953229,-79.42251282693181,Performing Arts Venue
1152,West Toronto,43.6368472,-79.42819140000002,Loco Burrito,43.63751255946425,-79.4228975016341,Burrito Place
1153,West Toronto,43.6368472,-79.42819140000002,Uma Cafe,43.63701567204681,-79.42404784920467,Café
1154,West Toronto,43.6368472,-79.42819140000002,Queen Supermarket,43.634264921487066,-79.42911195252461,Grocery Store
1155,West Toronto,43.6368472,-79.42819140000002,RED Nightclub,43.63779407250963,-79.42375906830941,Nightclub
1156,West Toronto,43.6368472,-79.42819140000002,Gardiner Expy & Dufferin St,43.6338,-79.42546,Intersection
1157,West Toronto,43.6368472,-79.42819140000002,Dunn Milk Variety,43.6336672441301,-79.43154947516645,Convenience Store
1158,Scarborough,43.7111117,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Fast Food Restaurant
1159,Scarborough,43.7111117,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
1160,Scarborough,43.7111117,-79.2845772,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
1161,Scarborough,43.7111117,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
1162,Scarborough,43.7111117,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
1163,Scarborough,43.7111117,-79.2845772,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
1164,Scarborough,43.7111117,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
1165,Scarborough,43.7111117,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
1166,Scarborough,43.7111117,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
1167,Scarborough,43.7111117,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
1168,North York,43.7574902,-79.37471409999998,Vyner Greenbelt,43.759642075349106,-79.36959028244019,Park
1169,North York,43.7390146,-79.5069436,TD Canada Trust,43.740369455302194,-79.51237499713898,Bank
1170,North York,43.7390146,-79.5069436,Giltspur Park,43.73572426577187,-79.50782060623169,Park
1171,North York,43.7390146,-79.5069436,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
1172,North York,43.7390146,-79.5069436,jane sheppard mall,43.740104399774324,-79.51255243633483,Shopping Mall
1173,North York,43.7390146,-79.5069436,Gecko Hospitality,43.74266963059613,-79.50395822525024,Hotel
1174,East Toronto,43.6689985,-79.31557159999998,System Fitness,43.667171452103204,-79.31273345707406,Gym
1175,East Toronto,43.6689985,-79.31557159999998,British Style Fish & Chips,43.66872336908457,-79.31713935234417,Fish & Chips Shop
1176,East Toronto,43.6689985,-79.31557159999998,The Burger's Priest,43.66661154298639,-79.31553079617778,Burger Joint
1177,East Toronto,43.6689985,-79.31557159999998,Brett's Ice Cream,43.667222,-79.312831,Ice Cream Shop
1178,East Toronto,43.6689985,-79.31557159999998,Godspeed Brewery,43.67262030152577,-79.31922849103603,Brewery
1179,East Toronto,43.6689985,-79.31557159999998,O Sushi,43.66668372330836,-79.3166142781831,Sushi Restaurant
1180,East Toronto,43.6689985,-79.31557159999998,Woodbine Park,43.66486036311473,-79.31510925292969,Park
1181,East Toronto,43.6689985,-79.31557159999998,LCBO,43.66673150624233,-79.31496605090986,Liquor Store
1182,East Toronto,43.6689985,-79.31557159999998,Pet Valu,43.66697917950893,-79.31466465565389,Pet Store
1183,East Toronto,43.6689985,-79.31557159999998,Murphy's Law,43.66731906186093,-79.31265587607287,Pub
1184,East Toronto,43.6689985,-79.31557159999998,Casa di Giorgio,43.66664527559903,-79.31520351125722,Italian Restaurant
1185,East Toronto,43.6689985,-79.31557159999998,Burrito Bandidos,43.66644546137557,-79.31644740429473,Burrito Place
1186,East Toronto,43.6689985,-79.31557159999998,The Tulip Steakhouse,43.66634820248808,-79.31685400996346,Steakhouse
1187,East Toronto,43.6689985,-79.31557159999998,Alliance Cinemas - The Beach,43.666746976047506,-79.31468500467349,Movie Theater
1188,East Toronto,43.6689985,-79.31557159999998,Harvey's,43.66666258400179,-79.3150811802549,Fast Food Restaurant
1189,East Toronto,43.6689985,-79.31557159999998,Subway,43.66605207373166,-79.3169328912536,Sandwich Place
1190,East Toronto,43.6689985,-79.31557159999998,Pizza Nova,43.66646175849127,-79.31648498219599,Pizza Place
1191,East Toronto,43.6689985,-79.31557159999998,Queen & Coxwell,43.66641257115568,-79.31652545928955,Intersection
1192,East Toronto,43.6689985,-79.31557159999998,Country Style,43.66736023093123,-79.31240424329896,Coffee Shop
1193,Downtown Toronto,43.6481985,-79.37981690000002,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1194,Downtown Toronto,43.6481985,-79.37981690000002,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1195,Downtown Toronto,43.6481985,-79.37981690000002,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1196,Downtown Toronto,43.6481985,-79.37981690000002,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1197,Downtown Toronto,43.6481985,-79.37981690000002,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1198,Downtown Toronto,43.6481985,-79.37981690000002,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1199,Downtown Toronto,43.6481985,-79.37981690000002,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1200,Downtown Toronto,43.6481985,-79.37981690000002,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1201,Downtown Toronto,43.6481985,-79.37981690000002,Maman,43.64830873804684,-79.38225333898805,Café
1202,Downtown Toronto,43.6481985,-79.37981690000002,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1203,Downtown Toronto,43.6481985,-79.37981690000002,King Taps,43.648475974183,-79.38205778358744,Gastropub
1204,Downtown Toronto,43.6481985,-79.37981690000002,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1205,Downtown Toronto,43.6481985,-79.37981690000002,Dineen Coffee,43.650497,-79.378765,Café
1206,Downtown Toronto,43.6481985,-79.37981690000002,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
1207,Downtown Toronto,43.6481985,-79.37981690000002,Café Plenty,43.6491179354577,-79.37831288380438,Café
1208,Downtown Toronto,43.6481985,-79.37981690000002,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
1209,Downtown Toronto,43.6481985,-79.37981690000002,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1210,Downtown Toronto,43.6481985,-79.37981690000002,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1211,Downtown Toronto,43.6481985,-79.37981690000002,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
1212,Downtown Toronto,43.6481985,-79.37981690000002,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1213,Downtown Toronto,43.6481985,-79.37981690000002,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
1214,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.647261,-79.378599,Coffee Shop
1215,Downtown Toronto,43.6481985,-79.37981690000002,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1216,Downtown Toronto,43.6481985,-79.37981690000002,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
1217,Downtown Toronto,43.6481985,-79.37981690000002,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1218,Downtown Toronto,43.6481985,-79.37981690000002,Ki Modern Japanese + Bar,43.647167,-79.379608,Japanese Restaurant
1219,Downtown Toronto,43.6481985,-79.37981690000002,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
1220,Downtown Toronto,43.6481985,-79.37981690000002,Marché Mövenpick,43.6472616,-79.3785998,Restaurant
1221,Downtown Toronto,43.6481985,-79.37981690000002,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
1222,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.649328,-79.378339,Coffee Shop
1223,Downtown Toronto,43.6481985,-79.37981690000002,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1224,Downtown Toronto,43.6481985,-79.37981690000002,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1225,Downtown Toronto,43.6481985,-79.37981690000002,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1226,Downtown Toronto,43.6481985,-79.37981690000002,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
1227,Downtown Toronto,43.6481985,-79.37981690000002,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1228,Downtown Toronto,43.6481985,-79.37981690000002,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1229,Downtown Toronto,43.6481985,-79.37981690000002,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1230,Downtown Toronto,43.6481985,-79.37981690000002,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
1231,Downtown Toronto,43.6481985,-79.37981690000002,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1232,Downtown Toronto,43.6481985,-79.37981690000002,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
1233,Downtown Toronto,43.6481985,-79.37981690000002,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1234,Downtown Toronto,43.6481985,-79.37981690000002,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1235,Downtown Toronto,43.6481985,-79.37981690000002,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1236,Downtown Toronto,43.6481985,-79.37981690000002,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1237,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.646516,-79.380059,Coffee Shop
1238,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
1239,Downtown Toronto,43.6481985,-79.37981690000002,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1240,Downtown Toronto,43.6481985,-79.37981690000002,Berczy Park,43.64804835388851,-79.3751722909452,Park
1241,Downtown Toronto,43.6481985,-79.37981690000002,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
1242,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.650159,-79.377793,Coffee Shop
1243,Downtown Toronto,43.6481985,-79.37981690000002,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
1244,Downtown Toronto,43.6481985,-79.37981690000002,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
1245,Downtown Toronto,43.6481985,-79.37981690000002,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1246,Downtown Toronto,43.6481985,-79.37981690000002,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
1247,Downtown Toronto,43.6481985,-79.37981690000002,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1248,Downtown Toronto,43.6481985,-79.37981690000002,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1249,Downtown Toronto,43.6481985,-79.37981690000002,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
1250,Downtown Toronto,43.6481985,-79.37981690000002,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1251,Downtown Toronto,43.6481985,-79.37981690000002,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
1252,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.646731,-79.383951,Coffee Shop
1253,Downtown Toronto,43.6481985,-79.37981690000002,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1254,Downtown Toronto,43.6481985,-79.37981690000002,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1255,Downtown Toronto,43.6481985,-79.37981690000002,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
1256,Downtown Toronto,43.6481985,-79.37981690000002,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
1257,Downtown Toronto,43.6481985,-79.37981690000002,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
1258,Downtown Toronto,43.6481985,-79.37981690000002,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
1259,Downtown Toronto,43.6481985,-79.37981690000002,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
1260,Downtown Toronto,43.6481985,-79.37981690000002,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1261,Downtown Toronto,43.6481985,-79.37981690000002,Library Bar,43.64550019136729,-79.38160166851243,Hotel Bar
1262,Downtown Toronto,43.6481985,-79.37981690000002,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
1263,Downtown Toronto,43.6481985,-79.37981690000002,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
1264,Downtown Toronto,43.6481985,-79.37981690000002,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
1265,Downtown Toronto,43.6481985,-79.37981690000002,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
1266,Downtown Toronto,43.6481985,-79.37981690000002,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
1267,Downtown Toronto,43.6481985,-79.37981690000002,Terroni,43.650927,-79.375602,Italian Restaurant
1268,Downtown Toronto,43.6481985,-79.37981690000002,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1269,Downtown Toronto,43.6481985,-79.37981690000002,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
1270,Downtown Toronto,43.6481985,-79.37981690000002,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1271,Downtown Toronto,43.6481985,-79.37981690000002,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1272,Downtown Toronto,43.6481985,-79.37981690000002,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1273,Downtown Toronto,43.6481985,-79.37981690000002,Bardi's Steak House,43.64622,-79.383074,Restaurant
1274,Downtown Toronto,43.6481985,-79.37981690000002,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
1275,Downtown Toronto,43.6481985,-79.37981690000002,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1276,Downtown Toronto,43.6481985,-79.37981690000002,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1277,Downtown Toronto,43.6481985,-79.37981690000002,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
1278,Downtown Toronto,43.6481985,-79.37981690000002,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
1279,Downtown Toronto,43.6481985,-79.37981690000002,First Canadian Place,43.64848212292913,-79.38244342803955,Building
1280,Downtown Toronto,43.6481985,-79.37981690000002,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1281,Downtown Toronto,43.6481985,-79.37981690000002,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
1282,Downtown Toronto,43.6481985,-79.37981690000002,Z-Teca Gourmet Burritos,43.6480141803431,-79.37911924716222,Burrito Place
1283,Downtown Toronto,43.6481985,-79.37981690000002,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1284,Downtown Toronto,43.6481985,-79.37981690000002,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
1285,Downtown Toronto,43.6481985,-79.37981690000002,South Street Burger,43.65061154617051,-79.38109473310139,Burger Joint
1286,Downtown Toronto,43.6481985,-79.37981690000002,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
1287,Downtown Toronto,43.6481985,-79.37981690000002,Leña,43.651722,-79.379205,Latin American Restaurant
1288,Downtown Toronto,43.6481985,-79.37981690000002,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
1289,Downtown Toronto,43.6481985,-79.37981690000002,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
1290,Downtown Toronto,43.6481985,-79.37981690000002,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
1291,Downtown Toronto,43.6481985,-79.37981690000002,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
1292,Downtown Toronto,43.6481985,-79.37981690000002,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1293,North York,43.71375620000001,-79.4900738,Rustic Bakery,43.715413998974796,-79.49030028640821,Bakery
1294,North York,43.71375620000001,-79.4900738,Sporty,43.71650314331055,-79.48983764648438,Basketball Court
1295,North York,43.71375620000001,-79.4900738,Maple leaf park,43.716187513283,-79.4935309549699,Park
1296,North York,43.71375620000001,-79.4900738,Mika's Trim,43.714068,-79.496113,Construction & Landscaping
1297,North York,43.7563033,-79.56596329999998,Pizza Monza,43.7550425265422,-79.56719521010014,Pizza Place
1298,North York,43.7563033,-79.56596329999998,The Famous Mama Mia,43.75882,-79.570637,Empanada Restaurant
1299,Scarborough,43.716316,-79.23947609999998,Have A Nap Motel,43.718256,-79.240135,Motel
1300,Scarborough,43.716316,-79.23947609999998,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
1301,North York,43.7284964,-79.49569740000003,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
1302,North York,43.7284964,-79.49569740000003,Blue Sail Energy Solutions,43.7314450238841,-79.49378728866577,Business Service
1303,North York,43.7284964,-79.49569740000003,DryShield Water Solutions Corp,43.73093335493166,-79.49898004531859,Home Service
1304,North York,43.7284964,-79.49569740000003,Yummy Dogs,43.72651174068901,-79.50127950136176,Food Truck
1305,East Toronto,43.6595255,-79.340923,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
1306,East Toronto,43.6595255,-79.340923,Leslieville Pumps,43.66089221309069,-79.34062599380812,Sandwich Place
1307,East Toronto,43.6595255,-79.340923,Queen Books,43.6606506251737,-79.34226723956905,Bookstore
1308,East Toronto,43.6595255,-79.340923,The Bone House,43.66089376125636,-79.3410974737743,Pet Store
1309,East Toronto,43.6595255,-79.340923,Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
1310,East Toronto,43.6595255,-79.340923,Brick Street Breads,43.66068453213004,-79.3425013474948,Bakery
1311,East Toronto,43.6595255,-79.340923,Purple Penguin Cafe,43.660501150739734,-79.34256490845178,Café
1312,East Toronto,43.6595255,-79.340923,Leslieville Cheese Market,43.66054639296253,-79.3423024562941,Cheese Shop
1313,East Toronto,43.6595255,-79.340923,Hooked,43.66040731524296,-79.34325721641623,Fish Market
1314,East Toronto,43.6595255,-79.340923,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
1315,East Toronto,43.6595255,-79.340923,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant
1316,East Toronto,43.6595255,-79.340923,Mercury Espresso Bar,43.66080615235188,-79.34124064841119,Coffee Shop
1317,East Toronto,43.6595255,-79.340923,WAYLABAR,43.661234129782564,-79.33959722763221,Gay Bar
1318,East Toronto,43.6595255,-79.340923,Starbucks,43.660742,-79.342362,Coffee Shop
1319,East Toronto,43.6595255,-79.340923,EAT BKK Thai Kitchen,43.66045,-79.343113,Thai Restaurant
1320,East Toronto,43.6595255,-79.340923,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
1321,East Toronto,43.6595255,-79.340923,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
1322,East Toronto,43.6595255,-79.340923,Avling Kitchen & Brewery,43.661515,-79.338117,Brewery
1323,East Toronto,43.6595255,-79.340923,eastside social,43.661288901982886,-79.33915476536174,Comfort Food Restaurant
1324,East Toronto,43.6595255,-79.340923,Boxcar Social,43.659722741351565,-79.34687077721378,Café
1325,East Toronto,43.6595255,-79.340923,braised,43.660451867292366,-79.34334606916272,American Restaurant
1326,East Toronto,43.6595255,-79.340923,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
1327,East Toronto,43.6595255,-79.340923,Bonjour Brioche,43.65973440286799,-79.34626614342186,Bakery
1328,East Toronto,43.6595255,-79.340923,Lil' Baci,43.6605116572649,-79.34315072724176,Italian Restaurant
1329,East Toronto,43.6595255,-79.340923,Chez Nous,43.65964,-79.3469,Wine Bar
1330,East Toronto,43.6595255,-79.340923,Sweat & Soda,43.66185374187197,-79.33619591158853,Café
1331,East Toronto,43.6595255,-79.340923,District 28,43.65517388160507,-79.34059760137761,Coworking Space
1332,East Toronto,43.6595255,-79.340923,Brooklyn Tavern,43.66193697467491,-79.33593786927155,American Restaurant
1333,East Toronto,43.6595255,-79.340923,Delica Kitchen,43.66080581509536,-79.34150197940215,Café
1334,East Toronto,43.6595255,-79.340923,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
1335,East Toronto,43.6595255,-79.340923,Spirit Loft Yoga,43.66354815944136,-79.3413327874046,Yoga Studio
1336,East Toronto,43.6595255,-79.340923,The Roy Public House,43.660451849464096,-79.34299382973943,Bar
1337,East Toronto,43.6595255,-79.340923,The Thirsty Duck,43.66113846977925,-79.34010994796954,Gastropub
1338,East Toronto,43.6595255,-79.340923,Barrio Cerveceria,43.66043013260822,-79.34350897486634,Latin American Restaurant
1339,East Toronto,43.6595255,-79.340923,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
1340,East Toronto,43.6595255,-79.340923,TD Canada Trust,43.660659451666845,-79.34277481866047,Bank
1341,East Toronto,43.6595255,-79.340923,Good Neighbour,43.6610004575794,-79.34029809683763,Clothing Store
1342,East Toronto,43.6595255,-79.340923,7-Eleven,43.660897,-79.340159,Convenience Store
1343,East Toronto,43.6595255,-79.340923,Gale's Snack Bar,43.658239,-79.339077,Diner
1344,East Toronto,43.6595255,-79.340923,Saulter Street Brewery,43.6584115679406,-79.34639217979787,Brewery
1345,East Toronto,43.6595255,-79.340923,McQueens Pub,43.66148312783299,-79.338072195258,Gastropub
1346,East Toronto,43.6595255,-79.340923,Value Village,43.66072824808859,-79.34169289062348,Thrift / Vintage Store
1347,East Toronto,43.6595255,-79.340923,Queen City Pizza,43.6616999615941,-79.33727788541181,Pizza Place
1348,North York,43.7332825,-79.4197497,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
1349,North York,43.7332825,-79.4197497,Darbar Persian Grill,43.735484,-79.420006,Restaurant
1350,North York,43.7332825,-79.4197497,Starbucks,43.732604,-79.419136,Coffee Shop
1351,North York,43.7332825,-79.4197497,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
1352,North York,43.7332825,-79.4197497,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
1353,North York,43.7332825,-79.4197497,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
1354,North York,43.7332825,-79.4197497,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
1355,North York,43.7332825,-79.4197497,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
1356,North York,43.7332825,-79.4197497,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
1357,North York,43.7332825,-79.4197497,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
1358,North York,43.7332825,-79.4197497,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
1359,North York,43.7332825,-79.4197497,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
1360,North York,43.7332825,-79.4197497,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
1361,North York,43.7332825,-79.4197497,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
1362,North York,43.7332825,-79.4197497,No Frills,43.730699,-79.418535,Grocery Store
1363,North York,43.7332825,-79.4197497,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
1364,North York,43.7332825,-79.4197497,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
1365,North York,43.7332825,-79.4197497,Il Fornaro,43.734073,-79.41987,Italian Restaurant
1366,North York,43.7332825,-79.4197497,Shoppers Drug Mart,43.736276,-79.419705,Pharmacy
1367,North York,43.7332825,-79.4197497,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
1368,North York,43.7332825,-79.4197497,McDonald's,43.73254035428967,-79.41979624492376,Fast Food Restaurant
1369,North York,43.7332825,-79.4197497,Pizza Pizza,43.731952,-79.415019,Pizza Place
1370,North York,43.7332825,-79.4197497,Nara Sushi,43.73377349763694,-79.41956007911853,Japanese Restaurant
1371,North York,43.7332825,-79.4197497,Jolie Beauty Bar,43.732756828529695,-79.4195521679489,Cosmetics Shop
1372,North York,43.7332825,-79.4197497,Harvey's & Swiss Chalet,43.730165663862444,-79.41867411150258,Fast Food Restaurant
1373,North York,43.7332825,-79.4197497,Pizzaiolo,43.729493815505855,-79.41843830107922,Pizza Place
1374,York,43.6911158,-79.47601329999998,Subway,43.69021830300218,-79.47404997234327,Sandwich Place
1375,York,43.6911158,-79.47601329999998,Dollar Tree,43.6902962,-79.4746668,Discount Store
1376,York,43.6911158,-79.47601329999998,McDonald's,43.692926495448766,-79.47998177868274,Fast Food Restaurant
1377,York,43.6911158,-79.47601329999998,Z Bar & Grille,43.6906730071065,-79.47276425326548,Bar
1378,North York,43.7247659,-79.53224240000002,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
