,Borough,Borough Latitude,Borough Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
582,Downtown Toronto,43.669542,-79.4225637,Loblaws,43.671657,-79.421364,Grocery Store
583,Downtown Toronto,43.669542,-79.4225637,Stubbe Chocolates,43.67156577026589,-79.42128899001831,Candy Store
584,Downtown Toronto,43.669542,-79.4225637,Marlenes Just Babies,43.671824,-79.420499,Baby Store
585,Downtown Toronto,43.669542,-79.4225637,Dupont Disco,43.67048982553482,-79.42661141389264,Nightclub
586,Downtown Toronto,43.669542,-79.4225637,Queens Club,43.672386069777616,-79.41810570233238,Athletics & Sports
587,Downtown Toronto,43.669542,-79.4225637,Pioneer Energy,43.67035525082211,-79.42840047898076,Gas Station
588,Downtown Toronto,43.669542,-79.4225637,Marian Engel Park,43.67375357657298,-79.42398759247811,Park
589,Downtown Toronto,43.669542,-79.4225637,Garrison Creek Park,43.67168977827157,-79.42780494689941,Park
590,Downtown Toronto,43.669542,-79.4225637,Foto Grocery,43.66797858931121,-79.42821689567089,Grocery Store
591,Scarborough,43.773136,-79.23947609999998,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
592,Scarborough,43.773136,-79.23947609999998,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
593,Scarborough,43.773136,-79.23947609999998,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
594,Scarborough,43.773136,-79.23947609999998,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
595,Scarborough,43.773136,-79.23947609999998,TD Canada Trust,43.77495189482367,-79.24134314060211,Bank
596,Scarborough,43.773136,-79.23947609999998,Petro-Canada,43.774106,-79.243097,Gas Station
597,Scarborough,43.773136,-79.23947609999998,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
598,Scarborough,43.773136,-79.23947609999998,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
599,North York,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
600,North York,43.8037622,-79.3634517,New York Fries,43.80366383775661,-79.36390544874158,Fast Food Restaurant
601,North York,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
602,North York,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
603,North York,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
604,North York,43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
605,North York,43.7543283,-79.4422593,Starbucks,43.755703,-79.440483,Coffee Shop
606,North York,43.7543283,-79.4422593,Best for Bride in Toronto,43.755551,-79.437744,Bridal Shop
607,North York,43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
608,North York,43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
609,North York,43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
610,North York,43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Fast Food Restaurant
611,North York,43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
612,North York,43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
613,North York,43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
614,North York,43.7543283,-79.4422593,Subway,43.755741275340625,-79.44050193032683,Sandwich Place
615,North York,43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
616,North York,43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
617,North York,43.7543283,-79.4422593,Yogurty's,43.756190568366485,-79.43941837290544,Frozen Yogurt Shop
618,North York,43.7543283,-79.4422593,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
619,North York,43.7543283,-79.4422593,Shoppers Drug Mart,43.756239,-79.439599,Pharmacy
620,North York,43.7543283,-79.4422593,Petro-Canada,43.755112,-79.438838,Gas Station
621,North York,43.7543283,-79.4422593,Metro,43.755791531926526,-79.43980055649448,Supermarket
622,North York,43.7543283,-79.4422593,Rogers,43.75543769999999,-79.4411542,Video Store
623,East York,43.7053689,-79.34937190000002,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
624,East York,43.7053689,-79.34937190000002,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,Indian Restaurant
625,East York,43.7053689,-79.34937190000002,Fit4Less,43.705689,-79.346018,Gym
626,East York,43.7053689,-79.34937190000002,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
627,East York,43.7053689,-79.34937190000002,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
628,East York,43.7053689,-79.34937190000002,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
629,East York,43.7053689,-79.34937190000002,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
630,East York,43.7053689,-79.34937190000002,Iqbal foods,43.70575095291481,-79.35205378554073,Grocery Store
631,East York,43.7053689,-79.34937190000002,Petro-Canada,43.704058,-79.348094,Gas Station
632,East York,43.7053689,-79.34937190000002,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
633,East York,43.7053689,-79.34937190000002,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
634,East York,43.7053689,-79.34937190000002,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
635,East York,43.7053689,-79.34937190000002,A&W Canada,43.706275,-79.34467,Burger Joint
636,East York,43.7053689,-79.34937190000002,Food Basics,43.7053872932289,-79.34733754588716,Supermarket
637,East York,43.7053689,-79.34937190000002,TD Canada Trust,43.7063562,-79.3456426,Bank
638,East York,43.7053689,-79.34937190000002,Dollarama,43.705689,-79.346018,Discount Store
639,East York,43.7053689,-79.34937190000002,LCBO,43.706700447882305,-79.34501827004178,Liquor Store
640,East York,43.7053689,-79.34937190000002,Leaside park,43.70217669622919,-79.35137675914693,Park
641,Downtown Toronto,43.65057120000001,-79.3845675,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
642,Downtown Toronto,43.65057120000001,-79.3845675,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
643,Downtown Toronto,43.65057120000001,-79.3845675,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
644,Downtown Toronto,43.65057120000001,-79.3845675,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
645,Downtown Toronto,43.65057120000001,-79.3845675,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
646,Downtown Toronto,43.65057120000001,-79.3845675,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
647,Downtown Toronto,43.65057120000001,-79.3845675,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
648,Downtown Toronto,43.65057120000001,-79.3845675,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
649,Downtown Toronto,43.65057120000001,-79.3845675,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
650,Downtown Toronto,43.65057120000001,-79.3845675,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
651,Downtown Toronto,43.65057120000001,-79.3845675,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
652,Downtown Toronto,43.65057120000001,-79.3845675,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
653,Downtown Toronto,43.65057120000001,-79.3845675,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
654,Downtown Toronto,43.65057120000001,-79.3845675,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
655,Downtown Toronto,43.65057120000001,-79.3845675,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
656,Downtown Toronto,43.65057120000001,-79.3845675,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
657,Downtown Toronto,43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
658,Downtown Toronto,43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
659,Downtown Toronto,43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
660,Downtown Toronto,43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
661,Downtown Toronto,43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
662,Downtown Toronto,43.65057120000001,-79.3845675,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
663,Downtown Toronto,43.65057120000001,-79.3845675,Hilton Toronto,43.6499459,-79.385479,Hotel
664,Downtown Toronto,43.65057120000001,-79.3845675,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
665,Downtown Toronto,43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
666,Downtown Toronto,43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
667,Downtown Toronto,43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
668,Downtown Toronto,43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
669,Downtown Toronto,43.65057120000001,-79.3845675,Hilton Toronto Executive Lounge,43.650363125865155,-79.38580184119992,Breakfast Spot
670,Downtown Toronto,43.65057120000001,-79.3845675,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
671,Downtown Toronto,43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
672,Downtown Toronto,43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
673,Downtown Toronto,43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
674,Downtown Toronto,43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
675,Downtown Toronto,43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
676,Downtown Toronto,43.65057120000001,-79.3845675,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
677,Downtown Toronto,43.65057120000001,-79.3845675,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
678,Downtown Toronto,43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
679,Downtown Toronto,43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
680,Downtown Toronto,43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
681,Downtown Toronto,43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
682,Downtown Toronto,43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
683,Downtown Toronto,43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
684,Downtown Toronto,43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
685,Downtown Toronto,43.65057120000001,-79.3845675,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
686,Downtown Toronto,43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
687,Downtown Toronto,43.65057120000001,-79.3845675,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
688,Downtown Toronto,43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
689,Downtown Toronto,43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
690,Downtown Toronto,43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
691,Downtown Toronto,43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
692,Downtown Toronto,43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
693,Downtown Toronto,43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
694,Downtown Toronto,43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
695,Downtown Toronto,43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
696,Downtown Toronto,43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
697,Downtown Toronto,43.65057120000001,-79.3845675,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
698,Downtown Toronto,43.65057120000001,-79.3845675,Drake One Fifty,43.64973478218314,-79.38416200344601,Bar
699,Downtown Toronto,43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
700,Downtown Toronto,43.65057120000001,-79.3845675,Bannock,43.652101173138405,-79.38117828399939,Restaurant
701,Downtown Toronto,43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
702,Downtown Toronto,43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
703,Downtown Toronto,43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
704,Downtown Toronto,43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
705,Downtown Toronto,43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
706,Downtown Toronto,43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
707,Downtown Toronto,43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
708,Downtown Toronto,43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
709,Downtown Toronto,43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
710,Downtown Toronto,43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
711,Downtown Toronto,43.65057120000001,-79.3845675,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
712,Downtown Toronto,43.65057120000001,-79.3845675,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
713,Downtown Toronto,43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
714,Downtown Toronto,43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
715,Downtown Toronto,43.65057120000001,-79.3845675,CF Toronto Eaton Centre,43.65359376340117,-79.38061140153864,Shopping Mall
716,Downtown Toronto,43.65057120000001,-79.3845675,South Street Burger,43.65061154617051,-79.38109473310139,Burger Joint
717,Downtown Toronto,43.65057120000001,-79.3845675,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
718,Downtown Toronto,43.65057120000001,-79.3845675,Lavish & Squalor,43.65030427070834,-79.38892664709715,Clothing Store
719,Downtown Toronto,43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
720,Downtown Toronto,43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
721,Downtown Toronto,43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
722,Downtown Toronto,43.65057120000001,-79.3845675,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
723,Downtown Toronto,43.65057120000001,-79.3845675,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
724,Downtown Toronto,43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
725,Downtown Toronto,43.65057120000001,-79.3845675,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
726,Downtown Toronto,43.65057120000001,-79.3845675,The Underground Dance Centre,43.64974018262459,-79.38804462470118,Dance Studio
727,Downtown Toronto,43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
728,Downtown Toronto,43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
729,Downtown Toronto,43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
730,Downtown Toronto,43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
731,Downtown Toronto,43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
732,Downtown Toronto,43.65057120000001,-79.3845675,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
733,Downtown Toronto,43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
734,Downtown Toronto,43.65057120000001,-79.3845675,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
735,Downtown Toronto,43.65057120000001,-79.3845675,"Coffee, Oysters, Champagne",43.647309,-79.38673,Lounge
736,Downtown Toronto,43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
737,Downtown Toronto,43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
738,Downtown Toronto,43.65057120000001,-79.3845675,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
739,Downtown Toronto,43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
740,Downtown Toronto,43.65057120000001,-79.3845675,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
741,West Toronto,43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
742,West Toronto,43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
743,West Toronto,43.66900510000001,-79.4422593,Planet Fitness Toronto Galleria,43.66758797288865,-79.44257365441428,Gym / Fitness Center
744,West Toronto,43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
745,West Toronto,43.66900510000001,-79.4422593,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
746,West Toronto,43.66900510000001,-79.4422593,FreshCo,43.66791838591585,-79.44075425394298,Grocery Store
747,West Toronto,43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
748,West Toronto,43.66900510000001,-79.4422593,Rehearsal Factory,43.66887675155326,-79.44360330056674,Music Venue
749,West Toronto,43.66900510000001,-79.4422593,The Sovereign,43.673115708192206,-79.44026498681781,Café
750,West Toronto,43.66900510000001,-79.4422593,TD Canada Trust,43.6679341,-79.4416984,Bank
751,West Toronto,43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
752,West Toronto,43.66900510000001,-79.4422593,Food Basics,43.66683479434923,-79.446812421531,Supermarket
753,West Toronto,43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
754,West Toronto,43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.4394486237563,Park
755,West Toronto,43.66900510000001,-79.4422593,North Of Brooklyn Pizzeria,43.669467,-79.439335,Pizza Place
756,Scarborough,43.7447342,-79.23947609999998,McCowan Park,43.74508851212816,-79.239335687338,Playground
757,North York,43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
758,North York,43.7785175,-79.3465557,SilverCity Fairview Mall Cinemas,43.77868093228815,-79.3440850072426,Movie Theater
759,North York,43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
760,North York,43.7785175,-79.3465557,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
761,North York,43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
762,North York,43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Candy Store
763,North York,43.7785175,-79.3465557,DAVIDsTEA,43.77754451824154,-79.34526267457191,Tea Room
764,North York,43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
765,North York,43.7785175,-79.3465557,Apple Fairview,43.7779146,-79.343561,Electronics Store
766,North York,43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
767,North York,43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
768,North York,43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
769,North York,43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
770,North York,43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
771,North York,43.7785175,-79.3465557,New York Fries,43.77829829945936,-79.34326735202254,Fast Food Restaurant
772,North York,43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
773,North York,43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Juice Bar
774,North York,43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
775,North York,43.7785175,-79.3465557,Shoppers Drug Mart,43.776079,-79.34363,Pharmacy
776,North York,43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
777,North York,43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
778,North York,43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
779,North York,43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
780,North York,43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
781,North York,43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
782,North York,43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
783,North York,43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
784,North York,43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
785,North York,43.7785175,-79.3465557,SEPHORA,43.778366,-79.3437003,Cosmetics Shop
786,North York,43.7785175,-79.3465557,Tommy Hilfiger Company Store,43.77742747193735,-79.34589327979445,Clothing Store
787,North York,43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
788,North York,43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
789,North York,43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
790,North York,43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
791,North York,43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
792,North York,43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
793,North York,43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
794,North York,43.7785175,-79.3465557,KFC,43.77827218538913,-79.34331697645614,Fast Food Restaurant
795,North York,43.7785175,-79.3465557,St. Louis Bar and Grill,43.777081295346356,-79.3449062809075,Wings Joint
796,North York,43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
797,North York,43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
798,North York,43.7785175,-79.3465557,Druxy's Famous Deli,43.77878702526164,-79.34444702976553,Deli / Bodega
799,North York,43.7785175,-79.3465557,Showcase,43.77877182143177,-79.34431968978073,Gift Shop
800,North York,43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242404,Tea Room
801,North York,43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
802,North York,43.7785175,-79.3465557,GNC Live Well,43.77843789497575,-79.344162940979,Supplement Shop
803,North York,43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514216,Women's Store
804,North York,43.7785175,-79.3465557,Gateway Newstand (Fairview),43.77837592341407,-79.34480667114258,Convenience Store
805,North York,43.7785175,-79.3465557,Gymboree,43.77733119829688,-79.3448477509349,Kids Store
806,North York,43.7785175,-79.3465557,Aritzia,43.777511314096465,-79.34554778515995,Women's Store
807,North York,43.7785175,-79.3465557,Dynamite,43.77812931492771,-79.34362321088628,Women's Store
808,North York,43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
809,North York,43.7785175,-79.3465557,Grill It Up,43.77826768921672,-79.34330442089535,Food Court
810,North York,43.7785175,-79.3465557,Mr Sub,43.77825560280745,-79.34325028086052,Sandwich Place
811,North York,43.7785175,-79.3465557,Laura Secord,43.7782285533859,-79.34321768453563,Dessert Shop
812,North York,43.7785175,-79.3465557,Teriyaki Experience,43.77832992258357,-79.34310953832035,Japanese Restaurant
813,North York,43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
814,North York,43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
815,North York,43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
816,North York,43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
817,North York,43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
818,North York,43.7679803,-79.48726190000002,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
819,North York,43.7679803,-79.48726190000002,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
820,North York,43.7679803,-79.48726190000002,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
821,North York,43.7679803,-79.48726190000002,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
822,North York,43.7679803,-79.48726190000002,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
823,East York,43.685347,-79.3381065,The Path,43.68392344354094,-79.33500661843325,Park
824,East York,43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
825,Downtown Toronto,43.6408157,-79.38175229999997,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
826,Downtown Toronto,43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
827,Downtown Toronto,43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
828,Downtown Toronto,43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
829,Downtown Toronto,43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
830,Downtown Toronto,43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
831,Downtown Toronto,43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.380068,Dessert Shop
832,Downtown Toronto,43.6408157,-79.38175229999997,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
833,Downtown Toronto,43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
834,Downtown Toronto,43.6408157,-79.38175229999997,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
835,Downtown Toronto,43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
836,Downtown Toronto,43.6408157,-79.38175229999997,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
